,id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities,text
259,123,_, , ,很喜欢,0,3,整体,正面,很喜欢这个洗面奶。清洁太给力了。洗的很干净
260,123,清洁,9,11,太给力了,11,15,功效,正面,很喜欢这个洗面奶。清洁太给力了。洗的很干净
261,123,_, , ,很干净,18,21,使用体验,正面,很喜欢这个洗面奶。清洁太给力了。洗的很干净
262,124,_, , ,不好用,0,3,整体,负面,不好用，骗人的
263,124,_, , ,骗人的,4,7,整体,负面,不好用，骗人的
264,125,_, , ,不错,2,4,整体,正面,东西不错，值得购买
265,126,_, , ,可以,2,4,整体,正面,用起可以，双十一买的很便宜
266,126,_, , ,很便宜,10,13,价格,正面,用起可以，双十一买的很便宜
267,127,_, , ,很好,20,22,整体,正面,整体描述：是***的回头客了，这次买的也很好
268,128,_, , ,不错,11,13,整体,正面,挺水润的，还挺亮白的，不错不错
269,128,_, , ,挺亮白的,6,10,功效,正面,挺水润的，还挺亮白的，不错不错
270,128,_, , ,挺水润的,0,4,使用体验,正面,挺水润的，还挺亮白的，不错不错
271,129,_, , ,还可以,0,3,尺寸,正面,还可以，有2个替换的
272,130,_, , ,还可以,10,13,整体,正面,宝贝收到用了几天了，还可以啦，下次还会光顾
273,131,快递,0,2,太给力了,2,6,物流,正面,快递太给力了，晚上下的单，早上就到了，还送了2瓶小的卸妆水，可以出行方便携带啦，用了好用再来评价吧。
274,132,物流,40,42,很快,42,44,物流,正面,第一次用这个牌子的护肤品，不知道怎么样，用用看效果怎么样吧，如果可以就继续回购，物流很快。
275,133,活动,14,16,_, , ,价格,正面,挺好的，便宜实惠，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
276,133,_, , ,挺好的,0,3,整体,正面,挺好的，便宜实惠，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
277,133,_, , ,便宜,4,6,价格,正面,挺好的，便宜实惠，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
278,133,_, , ,实惠,6,8,价格,正面,挺好的，便宜实惠，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
279,134,颜色,0,2,很正,2,4,功效,正面,颜色很正，好评！
280,134,_, , ,好评,5,7,整体,正面,颜色很正，好评！
281,135,_, , ,很好,0,2,整体,正面,很好便宜实惠支持**商城
282,135,_, , ,实惠,4,6,价格,正面,很好便宜实惠支持**商城
283,135,_, , ,便宜,2,4,价格,正面,很好便宜实惠支持**商城
284,136,_, , ,很不错,0,3,整体,正面,很不错，一直用这个牌子，比较放心，希望越做越好！
285,137,物流,14,16,很快,16,18,物流,正面,昨天中午买的今天中午收到了，物流很快哦！第一次买，希望效果好用
286,138,_, , ,便宜,25,27,价格,正面,洗面奶查了一下是正品，跟商家描述的差不多，最主要是便宜，买一送一很划算。以后买洗面奶就它了，给满分。
287,138,_, , ,很划算,32,35,价格,正面,洗面奶查了一下是正品，跟商家描述的差不多，最主要是便宜，买一送一很划算。以后买洗面奶就它了，给满分。
288,138,_, , ,满分,47,49,整体,正面,洗面奶查了一下是正品，跟商家描述的差不多，最主要是便宜，买一送一很划算。以后买洗面奶就它了，给满分。
289,139,遮黄效果,2,6,特别好,6,9,功效,正面,紫色遮黄效果特别好，用完感觉气色都特别好
290,140,_, , ,均匀,6,8,使用体验,正面,很不错，擦得均匀服帖
291,140,_, , ,服帖,8,10,使用体验,正面,很不错，擦得均匀服帖
292,140,_, , ,很不错,0,3,整体,正面,很不错，擦得均匀服帖
293,141,_, , ,货真价实,6,10,整体,正面,N次购买了，货真价实，好用
294,141,_, , ,好用,11,13,整体,正面,N次购买了，货真价实，好用
295,142,速度,1,3,好快,3,5,物流,正面,?速度好快呀，昨天晚上下的单，今天下午就到了。
296,143,精华素,12,15,满满,10,12,成分,正面,**实测款，薄薄一层满满精华素，用了几天，保湿提亮效果不错
297,143,提亮,23,25,不错,27,29,功效,正面,**实测款，薄薄一层满满精华素，用了几天，保湿提亮效果不错
298,143,保湿,21,23,不错,27,29,功效,正面,**实测款，薄薄一层满满精华素，用了几天，保湿提亮效果不错
299,144,物流,0,2,好快,2,4,物流,正面,物流好快，已经收到了，试了一下还不错，很水润，喜欢的可以考虑
300,144,_, , ,还不错,15,18,整体,正面,物流好快，已经收到了，试了一下还不错，很水润，喜欢的可以考虑
301,144,_, , ,很水润,19,22,使用体验,正面,物流好快，已经收到了，试了一下还不错，很水润，喜欢的可以考虑
302,145,_, , ,好用,34,36,整体,正面,已经用的第三瓶了，以前一直用的绿色，这次换了紫色，不过还是一如既往的好用啊。美白还可以遮暇，大大的赞
303,145,_, , ,遮暇,43,45,功效,正面,已经用的第三瓶了，以前一直用的绿色，这次换了紫色，不过还是一如既往的好用啊。美白还可以遮暇，大大的赞
304,145,_, , ,美白,38,40,功效,正面,已经用的第三瓶了，以前一直用的绿色，这次换了紫色，不过还是一如既往的好用啊。美白还可以遮暇，大大的赞
305,146,_, , ,好评,25,27,整体,正面,之前用的瓶装紫色的，不太适合我，这个很好用，喜欢，好评
306,146,_, , ,喜欢,22,24,整体,正面,之前用的瓶装紫色的，不太适合我，这个很好用，喜欢，好评
307,146,_, , ,很好用,18,21,整体,正面,之前用的瓶装紫色的，不太适合我，这个很好用，喜欢，好评
308,147,_, , ,很好,9,11,整体,正面,给媳妇买的，媳妇说很好值得拥有。
309,148,_, , ,一般,4,6,整体,负面,效果真的一般，连续用了三天，皮肤早上起来都是很干的，
310,148,_, , ,很干,22,24,使用体验,负面,效果真的一般，连续用了三天，皮肤早上起来都是很干的，
311,149,_, , ,不错,4,6,整体,正面,东西正经不错，好东西和大家分享，希望你买了也会喜欢?
312,150,_, , ,清爽,0,2,使用体验,正面,清爽而光滑，效果不错，色泽唯美，气味甜美，推荐有红血丝的可以用哦?
313,150,_, , ,不错,8,10,功效,正面,清爽而光滑，效果不错，色泽唯美，气味甜美，推荐有红血丝的可以用哦?
314,150,色泽,11,13,唯美,13,15,使用体验,正面,清爽而光滑，效果不错，色泽唯美，气味甜美，推荐有红血丝的可以用哦?
315,150,气味,16,18,甜美,18,20,气味,正面,清爽而光滑，效果不错，色泽唯美，气味甜美，推荐有红血丝的可以用哦?
316,150,气味,16,18,光滑,3,5,使用体验,正面,清爽而光滑，效果不错，色泽唯美，气味甜美，推荐有红血丝的可以用哦?
317,151,_, , ,香香的,0,3,气味,正面,香香的的肌肤是***馈赠的
318,152,_, , ,很好用,4,7,整体,正面,这款面膜很好用不油腻感觉也好
319,152,_, , ,不油腻,7,10,使用体验,正面,这款面膜很好用不油腻感觉也好
320,153,_, , ,不紧绷,17,20,使用体验,正面,本人敏感肌一直用的都是***，用完不紧绷。
321,154,_, , ,挺好用,4,7,整体,正面,这个面膜挺好用的
322,155,_, , ,还可以,0,3,整体,正面,还可以，妈妈说好
323,156,快递,5,7,很给力,7,10,物流,正面,货收到了，快递很给力，一直用这款！
324,157,客服回复,18,22,太慢,22,24,服务,负面,第一次买，还没有使用，期待效果，就是客服回复太慢了
325,158,包装,0,2,简陋,2,4,包装,负面,包装简陋，没有说明书。正品？？
326,158,说明书,7,10,没有,5,7,包装,负面,包装简陋，没有说明书。正品？？
327,158,_, , ,正品,11,13,真伪,负面,包装简陋，没有说明书。正品？？
328,159,味道,0,2,清新,2,4,气味,正面,味道清新，用着挺自然的
329,159,_, , ,挺自然的,7,11,功效,正面,味道清新，用着挺自然的
330,160,_, , ,挺喜欢的,0,4,整体,正面,挺喜欢的品质，一直都很好用
331,160,_, , ,很好用,10,13,整体,正面,挺喜欢的品质，一直都很好用
332,161,_, , ,很补水,5,8,功效,正面,面膜很好，很补水，用完了还会在买
333,161,_, , ,很好,2,4,整体,正面,面膜很好，很补水，用完了还会在买
334,162,_, , ,有点干,24,27,使用体验,负面,遮瑕效果：好多推荐这款的，买来试试，混干皮用下来有点干，加了精华再上脸好点，哑光质感，蛮好。
335,162,_, , ,哑光质感,38,42,使用体验,正面,遮瑕效果：好多推荐这款的，买来试试，混干皮用下来有点干，加了精华再上脸好点，哑光质感，蛮好。
336,162,_, , ,蛮好,43,45,整体,正面,遮瑕效果：好多推荐这款的，买来试试，混干皮用下来有点干，加了精华再上脸好点，哑光质感，蛮好。
337,163,包装,6,8,很好,9,11,包装,正面,面膜收到了，包装的很好，没有破损！**商城的就是好，快递人员服务态度也很好，满意！
338,163,包装,6,8,没有破损,12,16,包装,正面,面膜收到了，包装的很好，没有破损！**商城的就是好，快递人员服务态度也很好，满意！
339,163,快递人员服务态度,26,34,很好,9,11,物流,正面,面膜收到了，包装的很好，没有破损！**商城的就是好，快递人员服务态度也很好，满意！
340,163,_, , ,满意,38,40,整体,正面,面膜收到了，包装的很好，没有破损！**商城的就是好，快递人员服务态度也很好，满意！
341,164,遮瑕,5,7,不适合,7,10,功效,负面,很好吸收，遮瑕不适合，但是隔离效果，挺好的，保湿度，一般般，
342,164,隔离效果,13,17,挺好的,18,21,功效,正面,很好吸收，遮瑕不适合，但是隔离效果，挺好的，保湿度，一般般，
343,164,保湿度,22,25,一般般,26,29,功效,中性,很好吸收，遮瑕不适合，但是隔离效果，挺好的，保湿度，一般般，
344,164,_, , ,很好吸收,0,4,使用体验,正面,很好吸收，遮瑕不适合，但是隔离效果，挺好的，保湿度，一般般，
345,165,_, , ,很好用,2,5,整体,正面,东西很好用哦
346,166,_, , ,太赞了,10,13,整体,正面,慢慢的一箱子。哈哈，太赞了
347,167,_, , ,不错,0,2,整体,正面,不错的面膜，还是买一赠一，用完还会再来购买！！！不错的一次购物！！
348,168,送货,2,4,超级快,4,7,物流,正面,**送货超级快！还没用！是正品！以后还会购买的！
349,168,_, , ,是正品,12,15,真伪,正面,**送货超级快！还没用！是正品！以后还会购买的！
350,169,_, , ,喜欢,0,2,整体,正面,喜欢，喜欢，用完皮肤很润，也很好吸收，一直在这里买！
351,169,_, , ,很润,10,12,使用体验,正面,喜欢，喜欢，用完皮肤很润，也很好吸收，一直在这里买！
352,169,_, , ,很好吸收,14,18,使用体验,正面,喜欢，喜欢，用完皮肤很润，也很好吸收，一直在这里买！
353,170,包装,0,2,很好,2,4,包装,正面,包装很好，面膜还可以吧！帮老妈买的。
354,171,_, , ,不错,2,4,整体,正面,效果不错，下次在给我媳妇买。
355,172,_, , ,很棒,0,2,整体,正面,很棒，买一送一，
356,173,_, , ,好,2,3,整体,正面,质量好，升级版不干燥。给个五星好评吧。
357,173,_, , ,不干燥,7,10,使用体验,正面,质量好，升级版不干燥。给个五星好评吧。
358,173,_, , ,五星好评,13,17,整体,正面,质量好，升级版不干燥。给个五星好评吧。
359,174,_, , ,有点痒,10,13,使用体验,负面,根本卸不干净，脸上还有点痒
360,174,_, , ,卸不干净,2,6,功效,负面,根本卸不干净，脸上还有点痒
361,175,防晒效果,0,4,_, , ,功效,中性,防晒效果：还没有使用，囤货试试看
362,176,_, , ,蛮好用,17,20,整体,正面,上次买BB霜卖家送了两张面膜，觉得蛮好用的，就买了一些
363,177,_, , ,比较清爽,8,12,使用体验,正面,一直用的***，比较清爽，喜欢
364,177,_, , ,喜欢,13,15,整体,正面,一直用的***，比较清爽，喜欢
365,178,颜色,0,2,好看,2,4,其他,正面,颜色好看，服务态度很好。物流快速。希望好用，下次再买。。。
366,178,服务态度,5,9,很好,9,11,服务,正面,颜色好看，服务态度很好。物流快速。希望好用，下次再买。。。
367,178,物流,12,14,快速,14,16,物流,正面,颜色好看，服务态度很好。物流快速。希望好用，下次再买。。。
368,179,_, , ,很棒,22,24,整体,正面,还没有用，用过之后再来评价，信赖的**，一直很棒。。。。
369,180,_, , ,不错,3,5,整体,正面,看起来不错
370,181,_, , ,很好用,7,10,整体,正面,朋友给推荐的，很好用，隔离效果不错
371,181,隔离效果,11,15,不错,15,17,功效,正面,朋友给推荐的，很好用，隔离效果不错
372,182,活动,12,14,_, , ,价格,正面,蛮不错的，期待已久，看有活动秒下单?
373,182,_, , ,蛮不错的,0,4,整体,正面,蛮不错的，期待已久，看有活动秒下单?
374,183,_, , ,很不错,0,3,整体,正面,很不错，清澈
375,183,_, , ,清澈,4,6,使用体验,正面,很不错，清澈
376,184,_, , ,很自然,20,23,功效,正面,大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤很贴，脸也显得有光泽，很好！
377,184,_, , ,很贴,27,29,使用体验,正面,大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤很贴，脸也显得有光泽，很好！
378,184,_, , ,有光泽,34,37,功效,正面,大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤很贴，脸也显得有光泽，很好！
379,184,_, , ,很好,38,40,整体,正面,大姐让我帮着买的，我自己也在用，擦在脸上很自然，和皮肤很贴，脸也显得有光泽，很好！
